geek_rate,title,num_votes,avg_rate,id
6.519,Ghost Blitz,3651,6.78,83195
6.519,Empires in Arms,1056,7.52,254
6.519,Poker,6812,6.70,1115
6.517,Steel Driver,1746,7.03,37387
6.516,A House Divided,1681,7.10,701
6.516,Warhammer: Diskwars,1345,7.32,146418
6.514,13 Days: The Cuban Missile Crisis,739,7.75,177590
6.513,Helvetia,1627,7.05,103092
6.512,I'm the Boss!,3024,6.83,115
6.511,Forge War,1005,7.48,146221
6.511,Magic Realm,1686,7.14,22
6.511,Gulo Gulo,2567,6.87,6351
6.511,The Ancient World,1268,7.25,147253
6.509,Coup: Rebellion G54,1322,7.22,148943
6.509,Traders of Osaka,2263,6.90,24827
6.509,Diamonds Club,1555,7.08,37907
6.508,The Little Prince: Make Me a Planet,2230,6.93,134453
6.507,On the Underground,2135,6.92,24773
6.507,Oh My Goods!,2214,6.93,183840
6.506,Turn the Tide,3083,6.81,1403
6.505,TransAmerica,6669,6.66,2842
6.505,Leonardo da Vinci,3209,6.80,21920
6.505,Thunderbirds,861,7.76,160610
6.504,Middle-Earth,1519,7.19,1915
6.503,Pergamon,1950,6.95,90040
6.501,Vampire: The Eternal Struggle,1938,7.07,2122
6.501,Walnut Grove,1720,7.01,103185
6.500,Timeline: Historical Events,2642,6.86,113401
6.499,Hostage Negotiator,1275,7.24,134253
6.498,Dungeon Twister 2: Prison,1047,7.38,42124
6.497,Omen: A Reign of War,997,7.40,94104
6.496,Fearsome Floors,6072,6.66,7805
6.496,Mega Civilization,507,8.42,184424
6.495,Historia,1646,7.06,157096
6.494,Lost Cities: The Board Game,2661,6.83,42487
6.493,Empire Builder,2447,6.92,168
6.493,Prêt-à-Porter,1164,7.28,87890
6.492,Junta,4371,6.77,242
6.491,Rommel in the Desert,869,7.54,84
6.491,Kahuna,5852,6.66,394
6.490,Dice City,2103,6.92,179572
6.490,Hab & Gut,1549,7.07,38863
6.490,Theseus: The Dark Orbit,1290,7.22,144529
6.489,Nefertiti,1701,7.01,35435
6.487,Ogre,2203,6.96,5206
6.486,Big City,2145,6.90,70
6.485,Eight-Minute Empire,4889,6.67,131366
6.484,Sleuth,2151,6.89,594
6.483,König von Siam,1922,6.93,29937
6.482,We the People,1054,7.33,620
6.481,Tiny Epic Kingdoms,4273,6.72,148951
6.481,Evo (second edition),1751,7.00,107255
6.480,Leaving Earth,610,8.03,173064
6.480,KLASK,781,7.66,165722
6.479,Antike Duellum,1208,7.21,104955
6.478,Castaways,1383,7.16,71906
6.478,Oregon,2835,6.79,31497
6.475,Xiangqi,1457,7.18,2393
6.475,Onirim,3681,6.73,71836
6.473,Timeline: Diversity,2264,6.88,131325
6.472,Marvel Dice Masters: Age of Ultron,798,7.61,168998
6.471,Android,3267,6.76,39339
6.470,DC Comics Deck-Building Game: Heroes Unite,1087,7.37,142852
6.470,The Game,3068,6.77,173090
6.470,"Napoleon: The Waterloo Campaign, 1815",1055,7.32,1662
6.470,Super Dungeon Explore,2116,6.98,92190
6.469,2 de Mayo,1715,6.98,36522
6.468,Time's Up! Deluxe,806,7.53,37141
6.467,Show Manager,1451,7.06,73
6.467,Québec,1205,7.17,91984
6.465,Lorenzo il Magnifico,671,7.80,203993
6.465,First Class,710,7.70,206941
6.464,Perikles,1756,6.95,21954
6.464,Samurai Spirit,2454,6.84,158900
6.463,Ascension: Rise of Vigil,1171,7.26,138233
6.462,Founding Fathers,1506,7.02,37358
6.462,Stephenson's Rocket,2062,6.87,204
6.462,Arena: Roma II,1708,6.97,56931
6.461,PitchCar Mini,1674,6.98,14254
6.461,Edo,1223,7.16,113636
6.461,Revolution!,3403,6.74,34887
6.459,Catacombs (third edition),633,7.84,195137
6.458,The Prodigals Club,805,7.50,181796
6.455,Mordheim: City of the Damned,1343,7.21,3565
6.455,Warriors of God,889,7.41,23679
6.455,Royals,1068,7.29,165986
6.452,The Great Heartland Hauling Co.,1541,7.02,111417
6.452,Royal Palace,1865,6.91,38992
6.451,My Village,1191,7.16,172381
6.451,Heroscape Master Set:  Battle for the Underdark,895,7.49,54361
6.450,Dale of Merchants,947,7.42,176165
6.450,Dead Man's Draw,2210,6.88,149155
6.450,Pueblo,2003,6.88,3228
6.450,Manhattan,3641,6.69,199
6.449,Sluff Off!,1822,6.92,8129
6.449,Dead Men Tell No Tales,1165,7.29,141423
6.448,Falling Sky: The Gallic Revolt Against Caesar,513,8.19,163154
6.447,Kanagawa,920,7.40,200147
6.445,Race! Formula 90,583,8.03,125752
6.445,Confusion:  Espionage and Deception in the Cold War,1178,7.15,2961
6.444,The Rose King,2279,6.82,201
6.443,Inca Empire,1274,7.09,75476
6.443,BANG!,19193,6.56,3955
6.443,Horus Heresy,1357,7.12,63543
6.443,The Russian Campaign,1177,7.23,2808
6.442,Legend of the Five Rings,1444,7.11,1887
6.442,A Castle for All Seasons,2626,6.77,38386
6.442,Drum Roll,1478,7.01,86246
6.441,Axis & Allies,5188,6.73,10093
6.440,Axis & Allies Pacific 1940,1089,7.44,55829
6.440,Eurorails,1543,7.06,157
6.440,La Boca,1416,7.04,136280
6.440,Risk 2210 A.D.,5620,6.71,1829
6.439,The Princes of Machu Picchu,1469,7.00,36811
6.438,Pirate's Cove,7087,6.60,2987
6.438,Guillotine,14972,6.54,116
6.437,Cottage Garden,1198,7.16,204027
6.437,The Red Dragon Inn 2,2031,6.91,33451
6.437,Quoridor,4122,6.69,624
6.436,Jungle Speed,7660,6.60,8098
6.436,Wings of War: Watch Your Back!,1678,6.98,9910
6.435,Archaeology: The New Expedition,973,7.34,191300
6.434,RAF: The Battle of Britain 1940,577,7.96,40209
6.433,Liberty or Death: The American Insurrection,529,8.12,165872
6.433,1846,499,8.07,17405
6.430,Babel,3156,6.71,986
6.430,Aeon's End,565,8.23,191189
6.430,Château Roquefort,1941,6.86,28089
6.430,Wooden Ships & Iron Men,1668,6.98,237
6.429,Islebound,829,7.44,185589
6.428,Last Night on Earth: Timber Peak,719,7.69,122240
6.428,Valley of the Kings: Afterlife,767,7.51,175223
6.427,Relic,2084,6.93,128442
6.427,Junk Art,704,7.61,193042
6.425,Exodus: Proxima Centauri,1064,7.25,122842
6.425,A Study in Emerald (second edition),1148,7.16,178054
6.425,Hornet Leader: Carrier Air Operations,597,7.96,65564
6.425,Navajo Wars,535,8.00,102435
6.424,Mare Nostrum,2848,6.75,3931
6.423,Serenissima (first edition),2078,6.89,232
6.423,Timeline: Discoveries,2168,6.82,99975
6.423,Agents of SMERSH,1243,7.10,111105
6.420,Wings of War: Burning Drachens,1259,7.15,15953
6.420,"Artifacts, Inc.",1575,6.95,168609
6.419,Dungeons & Dragons: Temple of Elemental Evil Board Game,853,7.55,172220
6.419,Bonaparte at Marengo,845,7.40,15839
6.418,Odin's Ravens,3294,6.68,4396
6.416,Hermagor,1634,6.92,25224
6.416,Dawn of the Zeds (Second edition),546,7.98,144568
6.415,Wings of War: Deluxe Set,998,7.28,31552
6.414,Kingdoms,3911,6.63,119
6.413,Ave Caesar,3785,6.64,494
6.413,Cold War: CIA vs KGB,3338,6.67,24742
6.413,Florenza,734,7.51,81640
6.411,Werewolf,3745,6.67,925
6.410,Wealth of Nations,1583,6.94,32666
6.410,Fabled Fruit,948,7.27,203427
6.410,Kamisado,1366,7.01,38545
6.409,Sun Tzu,1323,7.06,18745
6.408,Um Reifenbreite,1827,6.87,442
6.408,Catan Histories: Settlers of America – Trails to Rails,1725,6.91,67239
6.408,Fighting Formations: Grossdeutschland Motorized Infantry Division,707,7.61,39217
6.407,Shogi,1096,7.27,2065
6.407,Space Cadets,2656,6.72,123096
6.406,Hare & Tortoise,3536,6.65,361
6.406,Rum & Bones,954,7.33,168788
6.405,The Boss,1579,6.92,85005
6.404,Heroscape Marvel: The Conflict Begins,1638,6.97,24703
6.404,Archaeology: The Card Game,2741,6.71,31105
6.404,Conquest of the Empire,2711,6.77,17710
6.404,Magnum Sal,1254,7.06,73316
6.403,Space Crusade,2032,6.90,1568
6.402,Fjords,2652,6.71,15511
6.402,Railroad Revolution,631,7.68,207691
6.402,Indigo,1815,6.86,116954
6.402,Pastiche,1729,6.87,91620
6.400,The Adventurers: The Temple of Chac,4080,6.62,43868
6.400,Atlantic Star,1663,6.90,2570
6.398,The Bottle Imp,2360,6.74,619
6.398,Mystery of the Abbey,6685,6.55,915
6.397,Scotland Yard,10054,6.51,438
6.397,Niagara,6518,6.54,13308
6.396,20th Century,1462,6.93,85036
6.396,Bootleggers,2890,6.70,12477
6.394,Sail to India,1874,6.83,141736
6.393,Beyond Balderdash,2289,6.77,1544
6.393,Porta Nigra,876,7.27,172385
6.392,Cutthroat Caverns,3969,6.62,28259
6.392,The Ark of the Covenant,1378,6.97,6779
6.391,Impulse,1341,7.00,144239
6.390,1870,796,7.42,424
6.390,Funkenschlag,706,7.57,12166
6.390,American Rails,675,7.52,41749
6.389,Compounded,1661,6.89,118174
6.389,Ubongo 3D,1007,7.18,46396
6.389,Elasund: The First City,2927,6.68,19526
6.389,Ra: The Dice Game,2144,6.75,35503
6.389,Revolution: The Dutch Revolt 1568-1648,837,7.36,9215
6.388,Felix: The Cat in the Sack,4020,6.60,32125
6.388,Warfighter: The Tactical Special Forces Card Game,646,7.82,149951
6.387,New Amsterdam,1028,7.16,128898
6.386,Favor of the Pharaoh,1444,6.95,171011
6.386,Pickomino,6289,6.53,15818
6.385,Valdora,1686,6.86,40769
6.385,Crusader Rex,1017,7.18,8481
6.384,Ascension: Realms Unraveled,640,7.71,157026
6.383,League of Six,1718,6.83,31624
6.383,Kodama: The Tree Spirits,1309,7.04,181810
6.383,Seeland,1380,6.95,63759
6.382,Expedition: Northwest Passage,1123,7.10,71074
6.382,Backgammon,8763,6.53,2397
6.380,Copycat,1784,6.82,114031
6.380,Codex: Card-Time Strategy – Deluxe Set,473,8.45,131111
6.380,Infinity,506,8.08,21133
6.379,Battletech Introductory Box Set,707,7.61,31759
6.379,The Hanging Gardens,1948,6.78,34707
6.379,EastFront II,488,8.04,22143
6.379,Richard III: The Wars of the Roses,741,7.46,25277
6.378,Vast: The Crystal Caverns,762,7.54,170416
6.376,Cthulhu Realms,1428,6.97,179303
6.376,"Edel, Stein & Reich",1408,6.93,5781
6.376,Pax Pamir,613,7.71,155255
6.376,Good Cop Bad Cop,1844,6.82,153064
6.376,Hamsterrolle,1633,6.85,903
6.373,Oltre Mare,2559,6.69,13551
6.372,Clans,4320,6.56,4636
6.372,Strat-O-Matic Baseball,786,7.55,2251
6.372,SPQR (Deluxe Edition),500,7.98,21551
6.372,Talisman (Revised 4th Edition),9122,6.58,27627
6.371,Sylla,1794,6.80,35761
6.371,The Bridges of Shangri-La,2056,6.76,8190
6.371,Zombie 15',1289,7.02,144826
6.371,Duplik,1279,7.00,22348
6.370,Blood Bowl (2016 edition),417,8.53,212445
6.368,"Run, Fight, or Die!",1249,7.04,89910
6.367,Timeline: Music & Cinema,1738,6.84,145189
6.367,1944: Race to the Rhine,751,7.44,148601
6.366,Android: Infiltration,3074,6.64,118063
6.365,Razzia!,1676,6.81,12589
6.364,Campaign Manager 2008,2326,6.70,46255
6.364,Conquest of Planet Earth: The Space Alien Game,1359,6.96,71882
6.364,City of Horror,2153,6.77,120217
6.364,World War II: Barbarossa to Berlin,967,7.22,3353
6.364,Victory in the Pacific,1026,7.16,1442
6.363,Isla Dorada,2041,6.77,68182
6.362,Wits & Wagers Family,1241,6.98,66588
6.362,Field Commander: Napoleon,565,7.81,42673
6.362,Antike II,654,7.57,166857
6.361,Mall of Horror,2678,6.67,16772
6.361,Trans Europa,2816,6.65,16267
6.360,Horse Fever,1175,7.06,58110
6.360,Puzzle Strike Shadows,515,7.97,123609
6.360,Warmachine,940,7.33,4741
6.359,Urban Sprawl,1772,6.78,62220
6.359,Carrom,1179,7.01,5072
6.359,Mangrovia,856,7.27,165948
6.359,Flamme Rouge,648,7.70,199478
6.359,Assyria,1351,6.93,43152
6.358,Ta Yü,1249,6.98,117
6.358,Frank's Zoo,2930,6.63,340
6.357,Alea Iacta Est,2440,6.66,40760
6.357,Wasabi!,4381,6.55,33154
6.356,Last Train to Wensleydale,924,7.16,39927
6.356,Lost Legacy: The Starship,1971,6.75,158339
6.356,Beasty Bar,1477,6.88,165950
6.356,EastFront,619,7.68,77
6.355,Escape from the Aliens in Outer Space,1522,6.89,82168
6.355,The Great Dalmuti,5356,6.55,929
6.355,World of Warcraft: The Boardgame,4438,6.62,17223
6.355,Oasis,2041,6.73,9027
6.355,Samarkand: Routes to Riches,1383,6.91,66214
6.354,A Fake Artist Goes to New York,946,7.16,135779
6.353,El Capitán,1619,6.83,29972
6.352,Hoity Toity,4367,6.54,120
6.352,Unhappy King Charles!,614,7.67,18748
6.352,Love Letter: The Hobbit – The Battle of the Five Armies,947,7.22,169611
6.352,My First Carcassonne,1942,6.78,41010
6.351,The Napoleonic Wars (Second Edition),733,7.45,36399
6.351,Barony,1077,7.10,167513
6.351,Kolejka,1875,6.83,85325
6.350,Lifeboats,2930,6.61,249
6.349,Riff Raff,1186,6.99,118695
6.348,Tsuro of the Seas,3336,6.61,124172
6.348,Il Vecchio,1175,6.98,119391
6.348,Guildhall: Job Faire,842,7.24,142121
6.347,Snake Oil,1621,6.84,113289
6.347,The Great Battles of Alexander: Deluxe Edition,577,7.73,11057
6.346,Not Alone,899,7.32,194879
6.346,Police Precinct,1164,7.03,118536
6.345,Stronghold (2nd edition),521,7.84,179460
6.343,Constantinopolis,1264,6.97,31483
6.342,Star Trek: Ascendancy,591,7.86,193949
6.342,Tiny Epic Western,1240,7.06,180852
6.341,The Red Dragon Inn,4697,6.57,24310
6.341,Lost Valley,1639,6.80,9341
6.340,Subbuteo,1291,6.99,3720
6.340,DungeonQuest (third edition),2747,6.68,71061
6.339,The End of the Triumvirate,1508,6.83,20134
6.338,FITS,2693,6.61,40393
6.336,Time's Up! Edición Azul,778,7.30,57660
6.336,Wiz-War,1510,6.92,589
6.335,Mythotopia,1164,6.99,133632
6.335,You're Bluffing!,2766,6.63,1117
6.334,Yunnan,921,7.16,143401
6.333,Palastgeflüster,1668,6.78,32412
6.333,Strike of the Eagle,574,7.69,83734
6.332,B-17: Queen of the Skies,1601,6.93,1032
6.331,SET,7686,6.49,1198
6.331,Star Trek: Frontiers,485,8.02,182340
6.330,Long Shot,1894,6.74,40237
6.330,Key Harvest,1488,6.81,29839
6.330,Trambahn,950,7.11,175293
6.330,Marrakech,2027,6.70,29223
6.329,Daytona 500,939,7.15,631
6.329,OddVille,1324,6.91,123219
6.328,SeaFall,871,7.39,148261
6.327,Paris Connection,1500,6.79,75358
6.327,Iron Dragon,1362,6.95,130
6.326,Adventure Time Love Letter,761,7.40,175307
6.325,God's Playground,639,7.47,38309
6.325,Axis & Allies,8599,6.54,98
6.325,Poseidon,945,7.08,76417
6.324,Ice Cool,1215,6.97,177524
6.324,First Train to Nuremberg,873,7.17,83667
6.322,DungeonQuest,2258,6.69,472
6.322,Tower of Babel,2094,6.68,15510
6.321,Neanderthal,578,7.61,171662
6.321,Kings of Air and Steam,1121,6.97,111732
6.321,Nuns on the Run,3127,6.57,65515
6.320,Epic Spell Wars of the Battle Wizards: Duel at Mt. Skullzfyre,3104,6.66,112686
6.320,Asante,1031,7.05,136056
6.318,Mamma Mia!,4772,6.49,49
6.318,Perry Rhodan: The Cosmic League,1486,6.79,30367
6.317,Samurai Sword,2029,6.73,128667
6.317,The Guns of Gettysburg,480,7.91,36400
6.317,Sails of Glory,645,7.56,109291
6.316,Dungeons & Dragons: Conquest of Nerath Board Game,1254,6.99,92044
6.316,Nightfall,3403,6.54,88408
6.315,Qin,1505,6.81,127997
6.315,Cosmic Encounter,841,7.22,40529
6.314,Kreta,1244,6.90,15600
6.313,Pantheon,1382,6.82,94480
6.313,Powerboats,1686,6.73,38531
6.313,Spades,1704,6.75,592
6.313,Verräter,1693,6.74,72
6.313,Dragonheart,2517,6.61,66171
6.312,Once Upon a Time: The Storytelling Card Game,6040,6.47,1234
6.310,1860: Railways on the Isle of Wight,452,7.86,12750
6.309,The Adventurers: The Pyramid of Horus,1555,6.81,98315
6.309,Puzzle Strike,1747,6.76,67928
6.308,Monsterpocalypse,912,7.22,32674
6.308,Normandy '44,504,7.86,38718
6.308,Wildlife Safari,2448,6.61,398
6.308,Capitol,1392,6.84,1155
6.307,Darkest Night (First edition),814,7.28,128445
6.307,PÜNCT,1313,6.85,19764
6.306,Canal Mania,1165,6.91,19995
6.305,Dreamblade,912,7.16,22897
6.305,Dream Home,972,7.11,194880
6.305,Olympus,1161,6.90,73070
6.303,Sobek,1628,6.77,67185
6.303,Age of Conan: The Strategy Board Game,2111,6.70,27848
6.303,Fortress America,2113,6.70,99
6.302,Panic on Wall Street!,1060,7.00,104581
6.301,Around the World in 80 Days,2641,6.58,12005
6.300,Pathfinder Adventure Card Game: Wrath of the Righteous – Base Set,544,7.70,169416
6.300,Basari,1461,6.78,14
6.300,The Red Dragon Inn 3,929,7.19,66510
6.299,Euchre,1711,6.77,6901
6.298,Revolver,1152,6.95,76150
6.298,Battle Sheep,1696,6.74,54137
6.297,Cube Quest,1216,6.88,137330
6.295,TurfMaster,815,7.21,384
6.294,Harbour,2581,6.59,155969
6.293,Pyramid,1153,6.91,36648
6.292,Key Market,607,7.42,78733
6.292,Tikal II: The Lost Temple,1132,6.90,67180
6.291,Axis & Allies: 1942,1509,6.96,41863
6.290,Code 777,1608,6.74,443
6.290,Blockers!,1660,6.71,29073
6.290,Ribbit,1583,6.79,9441
6.289,Silverton,916,7.09,511
6.289,Haspelknecht,659,7.35,169794
6.288,Dungeon Command: Heart of Cormyr,750,7.36,124965
6.288,Ardennes '44,437,7.94,7858
6.288,Cinque Terre,915,7.06,124052
6.288,Nyet!,1188,6.87,1107
6.287,Keltis,4286,6.47,34585
6.286,Steam Time,678,7.32,180592
6.286,Ascension: Darkness Unleashed,578,7.57,144864
6.286,Mafia de Cuba,1610,6.74,176558
6.285,Illuminati:  Deluxe Edition,4223,6.53,28
6.285,O Zoo le Mio,2041,6.63,4218
6.285,FAB: The Bulge,614,7.45,20133
6.284,Battlestations,895,7.18,12350
6.283,Dungeon Command: Sting of Lolth,772,7.32,122588
6.282,GOSU,2306,6.63,66587
6.281,Villa Paletti,3420,6.50,2596
6.280,Chicken Cha Cha Cha,2122,6.63,3570
6.280,Boomtown,2434,6.57,10997
6.280,Greed,1294,6.82,151247
6.273,Epic Card Game,2424,6.64,175621
6.273,Helios,1128,6.87,154182
6.272,Prophecy,1711,6.71,8095
6.272,Tanto Cuore,1313,6.90,65282
6.272,The Lord of the Ice Garden,502,7.82,157917
